500.500,514.000
487.000,506.500
484.000,507.500
483.000,507.500
482.500,508.000
483.000,508.500
484.000,508.500
485.000,509.500
486.000,509.500
487.000,510.500
484.500,509.000
486.000,509.500
489.500,516.000
485.000,518.500
487.000,520.500
488.500,522.000
487.000,523.500
486.000,523.500
485.000,524.500
484.000,524.500
483.500,524.000
486.000,523.500
483.000,523.500
479.000,523.500
478.000,522.500
476.500,529.000
475.500,530.000
473.500,536.000
472.500,537.000
472.500,538.000
471.000,539.500
472.500,537.000
472.500,538.000
471.000,539.500
467.000,539.500
464.500,542.000
464.500,543.000
465.000,543.500
468.000,540.500
472.000,540.500
477.500,535.000
477.500,534.000
476.000,536.500
480.000,532.500
485.500,534.000
484.500,533.000
484.500,532.000
481.000,531.500
479.500,530.000
479.500,529.000
478.500,528.000
479.500,527.000
479.500,529.000
478.500,528.000
480.000,526.500
481.000,526.500
482.000,527.500
486.000,530.500
491.000,530.500
492.500,528.000
494.000,526.500
498.000,529.500
500.000,529.500
497.000,528.500
500.500,529.000
505.500,526.000
505.500,527.000
506.500,530.000
507.500,531.000
507.500,532.000
509.000,533.500
510.000,533.500
511.000,534.500
508.500,533.000
511.000,534.500
514.000,523.500
517.000,523.500
518.000,522.500
520.000,521.500
522.000,520.500
523.000,520.500
523.500,520.000
523.500,517.000
523.000,520.500
530.500,510.000
529.500,509.000
529.500,508.000
530.500,503.000
531.000,502.500
532.000,502.500
532.500,502.000
532.500,499.000
533.000,498.500
532.500,502.000
533.500,498.000
533.500,496.000
532.500,495.000
531.500,488.000
531.500,486.000
533.000,484.500
539.000,484.500
541.500,487.000
541.500,488.000
540.000,485.500
544.500,495.000
543.500,497.000
543.500,502.000
542.500,503.000
542.500,505.000
540.500,507.000
540.500,508.000
539.500,509.000
539.500,510.000
540.500,507.000
540.500,514.000
540.500,516.000
541.500,517.000
538.000,518.500
535.000,515.500
534.500,516.000
533.500,520.000
533.500,523.000
534.500,524.000
533.500,521.000
533.500,523.000
535.000,524.500
535.500,523.000
536.000,522.500
545.500,520.000
545.500,519.000
547.000,517.500
548.500,519.000
549.500,521.000
549.500,525.000
549.500,521.000
549.500,541.000
550.500,542.000
550.500,543.000
553.000,545.500
553.500,545.000
554.000,544.500
554.500,544.000
555.000,543.500
555.500,543.000
553.500,545.000
559.500,539.000
560.500,535.000
560.500,534.000
562.000,532.500
565.000,532.500
565.500,532.000
565.500,531.000
568.500,528.000
568.500,525.000
567.500,524.000
568.500,527.000
567.500,524.000
568.500,523.000
568.500,521.000
571.500,518.000
570.500,517.000
572.000,515.500
581.000,511.500
582.000,511.500
582.500,511.000
582.500,508.000
582.000,511.500
577.000,500.500
579.000,500.500
582.000,498.500
583.000,497.500
584.000,497.500
585.000,498.500
586.500,497.000
586.500,496.000
587.000,495.500
585.500,498.000
586.500,497.000
592.000,491.500
593.500,489.000
595.000,487.500
597.000,487.500
598.000,486.500
599.000,486.500
599.500,487.000
599.500,494.000
599.500,490.000
605.000,503.500
606.000,503.500
606.500,504.000
606.500,505.000
607.500,509.000
608.500,510.000
608.500,514.000
609.000,514.500
610.000,514.500
608.500,512.000
609.000,514.500
614.000,514.500
614.500,515.000
614.500,520.000
611.500,523.000
611.500,528.000
612.500,529.000
612.500,534.000
612.500,530.000
612.500,534.000
614.000,535.500
615.000,535.500
623.000,542.500
623.500,543.000
622.500,544.000
622.500,546.000
621.500,547.000
621.500,550.000
619.500,552.000
621.500,550.000
616.500,559.000
615.500,561.000
614.500,562.000
614.500,570.000
615.500,571.000
615.500,572.000
616.500,573.000
616.500,574.000
617.000,574.500
615.500,572.000
618.000,575.500
619.000,575.500
620.500,577.000
618.500,578.000
617.500,572.000
617.500,571.000
615.500,569.000
616.500,568.000
616.500,567.000
617.000,566.500
615.500,569.000
618.500,565.000
618.500,563.000
622.000,562.500
623.000,563.500
625.500,562.000
625.500,558.000
627.000,556.500
633.000,556.500
634.000,555.500
631.000,556.500
634.000,555.500
635.000,556.500
639.000,557.500
640.000,555.500
637.500,552.000
638.000,551.500
639.000,551.500
640.000,552.500
640.500,550.000
641.500,549.000
640.500,552.000
649.500,536.000
649.500,535.000
650.500,534.000
650.500,533.000
651.500,532.000
650.500,531.000
651.000,530.500
652.000,530.500
652.500,530.000
652.500,529.000
650.500,531.000
658.500,521.000
658.500,520.000
659.500,515.000
660.500,514.000
660.500,511.000
661.500,510.000
