661.500,510.000
653.000,507.500
652.000,507.500
650.500,509.000
650.500,510.000
649.500,517.000
650.500,518.000
649.500,515.000
643.000,521.500
640.000,521.500
639.000,522.500
637.000,522.500
636.000,523.500
633.000,523.500
632.500,524.000
632.500,527.000
632.000,527.500
632.500,524.000
630.500,530.000
628.500,537.000
628.500,538.000
622.000,539.500
621.500,539.000
621.500,538.000
622.000,537.500
623.000,538.500
624.500,537.000
622.500,538.000
623.000,538.500
626.500,526.000
626.500,524.000
627.500,522.000
629.500,520.000
629.500,516.000
628.500,515.000
628.500,514.000
628.000,513.500
629.500,516.000
628.500,515.000
626.500,506.000
625.500,499.000
626.500,498.000
626.500,496.000
627.500,495.000
627.500,492.000
628.500,491.000
628.500,489.000
627.500,492.000
629.500,484.000
630.500,483.000
630.500,481.000
631.500,480.000
631.500,478.000
632.500,477.000
632.500,476.000
633.500,475.000
633.500,465.000
633.500,469.000
633.500,462.000
636.500,459.000
636.500,454.000
635.500,453.000
635.500,451.000
634.500,450.000
634.500,443.000
634.000,442.500
633.500,442.000
634.500,445.000
631.000,440.500
628.000,442.500
621.000,441.500
620.000,442.500
616.000,442.500
615.000,441.500
614.000,441.500
612.000,439.500
611.000,439.500
613.500,441.000
612.000,439.500
608.000,439.500
607.000,438.500
601.000,436.500
600.000,435.500
597.000,435.500
593.000,439.500
592.000,439.500
590.000,441.500
592.000,439.500
589.000,441.500
586.000,435.500
585.500,440.000
585.000,440.500
582.000,438.500
579.000,438.500
577.500,437.000
578.500,436.000
578.500,435.000
577.500,434.000
578.000,436.500
578.000,430.500
581.000,431.500
581.500,427.000
581.000,426.500
579.000,428.500
576.000,427.500
573.000,429.500
572.000,430.500
570.000,430.500
573.000,429.500
568.000,430.500
567.000,431.500
565.500,431.000
566.500,429.000
563.000,430.500
562.000,430.500
561.000,431.500
558.000,432.500
556.000,432.500
552.000,436.500
554.000,434.500
549.000,436.500
547.000,437.500
546.000,438.500
542.000,439.500
540.000,437.500
538.500,439.000
539.500,440.000
540.500,443.000
539.500,444.000
539.500,448.000
539.500,444.000
538.000,450.500
532.000,455.500
528.000,457.500
526.500,456.000
526.500,454.000
525.500,453.000
525.500,452.000
524.500,451.000
524.500,450.000
524.000,449.500
525.500,452.000
514.000,445.500
513.000,444.500
511.500,446.000
511.500,447.000
512.000,447.500
513.000,447.500
513.500,452.000
514.500,453.000
514.000,453.500
513.500,451.000
513.500,452.000
514.500,453.000
513.000,453.500
510.000,448.500
508.500,454.000
509.500,455.000
514.000,457.500
515.500,459.000
515.500,460.000
517.000,461.500
515.500,459.000
515.500,460.000
521.500,462.000
523.000,460.500
524.000,464.500
525.000,464.500
526.000,465.500
527.000,465.500
528.500,467.000
528.500,475.000
528.500,471.000
529.500,476.000
529.500,477.000
522.500,485.000
520.500,486.000
520.500,487.000
521.000,487.500
522.000,487.500
523.000,488.500
528.000,488.500
524.000,488.500
529.500,491.000
530.500,492.000
528.500,500.000
527.500,501.000
526.500,504.000
526.500,505.000
525.500,506.000
525.500,507.000
523.000,509.500
525.000,507.500
521.000,512.500
520.500,505.000
521.500,504.000
521.500,502.000
520.000,500.500
519.500,501.000
518.500,506.000
518.500,508.000
518.000,508.500
519.000,505.500
516.500,510.000
516.500,514.000
517.500,516.000
517.500,517.000
517.000,517.500
511.000,518.500
510.500,518.000
510.500,511.000
510.000,510.500
510.500,514.000
510.500,511.000
509.500,510.000
509.500,509.000
503.000,502.500
497.500,502.000
498.000,502.500
499.000,502.500
500.000,503.500
501.000,503.500
504.000,506.500
502.000,504.500
503.000,505.500
507.500,510.000
507.500,517.000
505.000,519.500
504.500,519.000
504.500,517.000
504.000,516.500
503.000,516.500
500.000,513.500
497.000,513.500
